"Code","Event Name","Title","Composer","Arranger","Publisher [Collection]","Grade","Specification"
"172-1-29510","Tenor-Bass Small Ensemble","Weep O Mine Eyes","Bennet","Powell","Hal Leonard Music, Inc.","1","(TTBB)"
"172-1-34256","Tenor-Bass Small Ensemble","Bona Sera, Come Stai Core Mio","Scandello","Leininger, ed.","Alliance Music Publications","1","(TTBB) (a cappella)"
"172-1-34257","Tenor-Bass Small Ensemble","Dominus Vobiscum","Narverud","","Carl Fischer, Inc.","1","(TTB) (a cappella)"
"172-1-34258","Tenor-Bass Small Ensemble","Ave Generosa","Gjeilo","","Walton Music Corporation","1","(TTBB) (a cappella)"
"172-1-34259","Tenor-Bass Small Ensemble","Ubuntu","Jones","","Carl Fischer, Inc.","1","(TTBB w/percussion) (a cappella)"
"172-1-34260","Tenor-Bass Small Ensemble","The Glendy Burk","Foster","Hayes","Alfred Music Company, Inc.","1","(TTB with piano)"
"172-1-34261","Tenor-Bass Small Ensemble","Regnum Mundi","Handl","Crowell","Pavane Publishing-Intrada Music Group","1","(TTBB) (a cappella)"
"172-1-34262","Tenor-Bass Small Ensemble","Beati Mortui","","Weber","Alliance Music Publications","1","TTBB (a cappella)"
"172-2-20582","Tenor-Bass Small Ensemble","Keep in the Middle of the Road","Anon. or Trad.","Bartholomew","G. Schirmer, Inc.","2",""
"172-2-20583","Tenor-Bass Small Ensemble","Three Chanteys","Anon. or Trad.","Bartholomew","G. Schirmer, Inc.","2","(sing one) (TTBB)"
"172-2-20584","Tenor-Bass Small Ensemble","Two Negro Spirituals","Anon. or Trad.","Bartholomew","G. Schirmer, Inc.","2","(sing one)"
"172-2-20585","Tenor-Bass Small Ensemble","I See a Linden Tree","Brahms","Pfatusch","Lawson-Gould Music Publishing Company [Five German Folksongs]","2","(piano)"
"172-2-20586","Tenor-Bass Small Ensemble","Young Maiden, May I Go With You?","Brahms","Pfatusch","Lawson-Gould Music Publishing Company [Five German Folksongs]","2",""
"172-2-20587","Tenor-Bass Small Ensemble","Benedictus","Byrd","","Galaxy [Invitation to Madrigals, Book 3a]","2","(TTB)"
"172-2-20588","Tenor-Bass Small Ensemble","Abide With Me","Christiansen","Wycisk","Augsburg Fortress Publishers [Selected Songs for Men]","2",""
"172-2-20589","Tenor-Bass Small Ensemble","You Tell Me Your Dream","Daniels","Embury","The Society for the Preservation and Encouragement of Barber Shop Quartet Singing in America, Inc. [Just Plain Barbershop]","2",""
"172-2-20590","Tenor-Bass Small Ensemble","All Ye Who Music Love","Donato","Porterfield","Hal Leonard Music, Inc.","2","(TTB)"
"172-2-20591","Tenor-Bass Small Ensemble","Fine Knacks for Ladies","Dowland","Leavitt","Hal Leonard Music, Inc.","2","(TTB)"
"172-2-20592","Tenor-Bass Small Ensemble","Gentle Love","Dowland","","McMillan [Spectrum of Music Book 7]","2","(3 part)"
"172-2-20595","Tenor-Bass Small Ensemble","While Strolling Through the Park One Day","Anon. or Trad.","Embury","Belwin, Inc [More Barbershop Harmony]","2",""
"172-2-20597","Tenor-Bass Small Ensemble","Il Ballerino","Gastoldi","Petti","J&W Chester, Ltd. [Chester Book of Madrigals, The, Vol. 5]","2","(Italian) (TTB)"
"172-2-20598","Tenor-Bass Small Ensemble","Praise We Sing to Thee","Haydn","Luvaas","Neil A. Kjos Music Company","2",""
"172-2-20601","Tenor-Bass Small Ensemble","Weep You No More, Sad Fountains","Horton","","Schmitt, Hall & McCreary Company","2",""
"172-2-20602","Tenor-Bass Small Ensemble","Go Tell It On The Mountains","Anon. or Trad.","Huntley","H.T. FitzSimons Company","2",""
"172-2-20603","Tenor-Bass Small Ensemble","Full Fathom Five","Johnson","","Galaxy [Invitation to Madrigals, Book 3a]","2","(TTB)"
"172-2-20604","Tenor-Bass Small Ensemble","Mary Had a Baby","Anon. or Trad.","Johnson","Augsburg Fortress Publishers [Eight Folksongs and Spirituals]","2","(TBB)"
"172-2-20605","Tenor-Bass Small Ensemble","Mary Wore Three Links of Chain","Anon. or Trad.","Johnson","Augsburg Fortress Publishers [Eight Folksongs and Spirituals]","2","(TBB)"
"172-2-20606","Tenor-Bass Small Ensemble","Were You There?","Anon. or Trad.","Johnson","Augsburg Fortress Publishers [Eight Folksongs and Spirituals]","2","(TBB)"
"172-2-20607","Tenor-Bass Small Ensemble","Coney Island Baby","Anon. or Trad.","Mainstreeters","Belwin, Inc [More Barbershop Harmony]","2",""
"172-2-20608","Tenor-Bass Small Ensemble","Lady, Those Eyes","Morley","","Galaxy [Invitation to Madrigals, Book 3a]","2","(TTB)"
"172-2-20609","Tenor-Bass Small Ensemble","Though Philomela Lost Her Love","Morley","","Galaxy [Invitation to Madrigals, Book 3a]","2","(TTB)"
"172-2-20610","Tenor-Bass Small Ensemble","The Sleeping Lake","Pfeil","Wilhousky","Carl Fischer, Inc.","2",""
"172-2-20611","Tenor-Bass Small Ensemble","Promised Land","Anon. or Trad.","Richardson","Mark Foster Music Company","2",""
"172-2-20612","Tenor-Bass Small Ensemble","Two Paths of Virtue","Schubert","McCray","New Music Company","2","(English or German) (TBB)"
"172-2-20613","Tenor-Bass Small Ensemble","Steal Away","Anon. or Trad.","Siltman","Southern Music Company","2","(TTB or TBB)"
"172-2-20614","Tenor-Bass Small Ensemble","All Through the Night","Spaeth","","Belwin, Inc [More Barbershop Harmony]","2",""
"172-2-20615","Tenor-Bass Small Ensemble","Salvation is Created","Anon. or Trad.","Moore  Tschesnokoff","Belwin, Inc","2","(TTB)"
"172-2-20616","Tenor-Bass Small Ensemble","High O'er the Mountains","Williams","","Harold Flammer, Inc.","2",""
"172-2-20617","Tenor-Bass Small Ensemble","Praise God from Whom All Blessings Flow","Anon. or Trad.","Wohlgemuth","Mark Foster Music Company","2",""
"172-2-20618","Tenor-Bass Small Ensemble","Stars of the Summer Night","Woodbury","Large","Plymouth Music Company","2",""
"172-2-20619","Tenor-Bass Small Ensemble","Judgement Day","Anon. or Trad.","Yoder","Neil A. Kjos Music Company [Sing Along With the Barbershop Book]","2",""
"172-2-22116","Tenor-Bass Small Ensemble","Aura Lee","Anon. or Trad.","Hicks","The Society for the Preservation and Encouragement of Barber Shop Quartet Singing in America, Inc. [Young Men in Harmony]","2","(TTBB) (a cappella)"
"172-2-22117","Tenor-Bass Small Ensemble","Goodnight, Ladies","Anon. or Trad.","Hicks","The Society for the Preservation and Encouragement of Barber Shop Quartet Singing in America, Inc. [Young Men in Harmony]","2","(TTBB) (a cappella)"
"172-2-22118","Tenor-Bass Small Ensemble","Honey-Little 'Lize Medley","Anon. or Trad.","Hicks","The Society for the Preservation and Encouragement of Barber Shop Quartet Singing in America, Inc. [Young Men in Harmony]","2","(TTBB) (a cappella)"
"172-2-22119","Tenor-Bass Small Ensemble","In the Good Old Summertime","Anon. or Trad.","Hicks","The Society for the Preservation and Encouragement of Barber Shop Quartet Singing in America, Inc. [Young Men in Harmony]","2","(TTBB) (a cappella)"
"172-2-22120","Tenor-Bass Small Ensemble","Mandy Lee","Anon. or Trad.","Hicks","The Society for the Preservation and Encouragement of Barber Shop Quartet Singing in America, Inc. [Young Men in Harmony]","2","(TTBB) (a cappella)"
"172-2-22121","Tenor-Bass Small Ensemble","My Wild Irish Rose","Anon. or Trad.","Hicks","The Society for the Preservation and Encouragement of Barber Shop Quartet Singing in America, Inc. [Young Men in Harmony]","2","(TTBB) (a cappella)"
"172-2-22122","Tenor-Bass Small Ensemble","Shine On Me","Anon. or Trad.","Hicks","The Society for the Preservation and Encouragement of Barber Shop Quartet Singing in America, Inc. [Young Men in Harmony]","2","(TTBB) (a cappella)"
"172-2-22123","Tenor-Bass Small Ensemble","The Story of the Rose","Anon. or Trad.","Hicks","The Society for the Preservation and Encouragement of Barber Shop Quartet Singing in America, Inc. [Young Men in Harmony]","2","(TTBB) (a cappella)"
"172-2-22124","Tenor-Bass Small Ensemble","Wait 'Til the Sun Shines, Nellie","Anon. or Trad.","Hicks","The Society for the Preservation and Encouragement of Barber Shop Quartet Singing in America, Inc. [Young Men in Harmony]","2","(TTBB) (a cappella)"
"172-2-27392","Tenor-Bass Small Ensemble","Ave Maria (from Two Renaissance Chorals For Men)","Arcadelt","Robinson","Belwin, Inc","2",""
"172-2-27393","Tenor-Bass Small Ensemble","Adoramus Te (from Two Renaissance Chorals For Men)","Palestrina","Robinson","Belwin, Inc","2",""
"172-2-34263","Tenor-Bass Small Ensemble","Puer Natus","Da Rold","","Alliance Music Publications","2","TTB (a cappella)"
"172-2-34264","Tenor-Bass Small Ensemble","Benedicamus Domino","Juneau","","Hal Leonard Music, Inc.","2","TTB with piano"
"172-2-34265","Tenor-Bass Small Ensemble","Lux Aeterna","Winebrenner","","Brilee Music","2","TTB (a cappella)"
"172-2-34266","Tenor-Bass Small Ensemble","O Magnum Mysterium","Ramos","","BriLee","2","(TTB) (a cappella)"
"172-3-20620","Tenor-Bass Small Ensemble","How Can I Come Into Your House?","Brahms","Pfautsch","Lawson-Gould Music Publishing Company [Five German Folksongs]","3","(piano)"
"172-3-20621","Tenor-Bass Small Ensemble","Lovely Maid, My Angel","Brahms","Pfautsch","Lawson-Gould Music Publishing Company [Five German Folksongs]","3","(piano)"
"172-3-20622","Tenor-Bass Small Ensemble","Now Thank We All Our God","Anon. or Trad.","Cain","Harold Flammer, Inc. [Songs for Boys]","3",""
"172-3-20623","Tenor-Bass Small Ensemble","Rock-a My Soul","Anon. or Trad.","Cain","Harold Flammer, Inc. [Songs for Boys]","3",""
"172-3-20624","Tenor-Bass Small Ensemble","Shine On Me","Anon. or Trad.","Connett","The Society for the Preservation and Encouragement of Barber Shop Quartet Singing in America, Inc. [Just Plain Barbershop]","3",""
"172-3-20625","Tenor-Bass Small Ensemble","Come Again, Sweet Love","Dowland","Emerson","Hal Leonard Music, Inc.","3",""
"172-3-20626","Tenor-Bass Small Ensemble","Bound for Jubilee","Eilers","","Col","3",""
"172-3-20627","Tenor-Bass Small Ensemble","Oh, Lord I'm Tired","Anon. or Trad.","Follett","Pro-Art Publications [Library of Song for Male Voices, Book 4]","3",""
"172-3-20628","Tenor-Bass Small Ensemble","Oh, Won't You Sit Down","Anon. or Trad.","Follett","Pro-Art Publications [Library of Song for Male Voices, Book 4]","3",""
"172-3-20629","Tenor-Bass Small Ensemble","Down By the Riverside","Forsblad","","Carl Fischer, Inc. [Front n Center (3 part)]","3","(sing two verses)"
"172-3-20630","Tenor-Bass Small Ensemble","Ocean, Sing a Song of Home","Forsblad","","Carl Fischer, Inc. [Front n Center (3 part)]","3",""
"172-3-20631","Tenor-Bass Small Ensemble","Kentucky Babe","Geibel","","Edwin H. Morris & Company, Inc.","3",""
"172-3-20632","Tenor-Bass Small Ensemble","Didn't My Lord Deliver Daniel?","Anon. or Trad.","Goodson","Cambiata Press","3","(CCBB)"
"172-3-20633","Tenor-Bass Small Ensemble","When That Great Day Comes","Hicks","","Bourne, Co.","3",""
"172-3-20634","Tenor-Bass Small Ensemble","Good Night Ladies","Anon. or Trad.","Hicks","The Society for the Preservation and Encouragement of Barber Shop Quartet Singing in America, Inc. [Young Men in Harmony]","3",""
"172-3-20635","Tenor-Bass Small Ensemble","Honey-Little 'Lize Medley","Anon. or Trad.","Hicks","The Society for the Preservation and Encouragement of Barber Shop Quartet Singing in America, Inc. [Young Men in Harmony]","3",""
"172-3-20637","Tenor-Bass Small Ensemble","Viva Tutti","Anon. or Trad.","Hunter","Lawson-Gould Music Publishing Company","3","(TTB)(a cappella)"
"172-3-20638","Tenor-Bass Small Ensemble","Time to Sail","Juneau","","Alliance Music Publications","3",""
"172-3-20639","Tenor-Bass Small Ensemble","O My Heart","King Henry VIII","","Harold Flammer, Inc. [Renaissance to Baroque, Volume 8]","3",""
"172-3-20641","Tenor-Bass Small Ensemble","My Lord What a Morning","Anon. or Trad.","Kruhnfusz","Mark Foster Music Company","3","(TTB)"
"172-3-20642","Tenor-Bass Small Ensemble","Come Sing This Round With Me","Martini","Greyson","Bourne, Co.","3","(TTB)"
"172-3-20644","Tenor-Bass Small Ensemble","We Be Three Poor Mariners","Ravenscroft","Owen","Studio 224","3","(TBB)"
"172-3-20645","Tenor-Bass Small Ensemble","Three A Cappella Hymns","Anon. or Trad.","Scoggin","Alliance Music Publications","3","(TTB) (sing one)"
"172-3-20646","Tenor-Bass Small Ensemble","Hie Away, Hie Away","Shearer","","McMillan [Spectrum of Music Book 7]","3","(TTB) (also pub separately by smc)"
"172-3-20647","Tenor-Bass Small Ensemble","Noah's Ark","Siltman","","Southern Music Company","3","(TTB)"
"172-3-20648","Tenor-Bass Small Ensemble","Vive L'Amour","Siltman","","Cambiata Press","3","(CBB)"
"172-3-20649","Tenor-Bass Small Ensemble","Goodbye, My Lover, Goodbye","Anon. or Trad.","Siltman","Southern Music Company","3","(TTB)"
"172-3-20650","Tenor-Bass Small Ensemble","She's Gone, Let Her Go","Wheeler","","Dickson/Wheeler [Male Song Bag, The]","3",""
"172-3-20651","Tenor-Bass Small Ensemble","We Meet Again Tonight","Wheeler","","Dickson/Wheeler [Male Song Bag, The]","3",""
"172-3-34267","Tenor-Bass Small Ensemble","Omnia Vincit Amor","Trotta","","BriLee","3","(TB) (a cappella)"
"172-3-34268","Tenor-Bass Small Ensemble","Abendlied","Mendelssohn","Robinson","Alfred Music Company, Inc.","3","(TB with piano)"
"172-3-34269","Tenor-Bass Small Ensemble","If I Can Sing","Beery","","Alfred Music Company, Inc.","3","(TTB with piano)"
"172-3-34270","Tenor-Bass Small Ensemble","Kye Kye Kule","Traditional West African","Gilpin","Alfred Music Company, Inc.","3","(TB with percussion)"
"172-3-34271","Tenor-Bass Small Ensemble","In Dulci Jubilo","Praetorius","Leck","Hal Leonard Music, Inc.","3","(TB)(opt. accomp)"
"179-1-20652","Madrigal","Mon Coeur Se Recommande A Vous","Anon. or Trad.","","J&W Chester, Ltd. [Chester Book of Madrigals, The, Book 2 (Love and Marriage)]","1",""
"179-1-20653","Madrigal","Il Bianco e Dolce Cigno","Arcadelt","","Multiple Publishers;J&W Chester, Ltd.;Faber Music, Ltd. [The King's Singers' Madrigals, Volume 1];Hal Leonard Music, Inc. [The King's Singers European Renaissance]","1",""
"179-1-20654","Madrigal","L'Alma Mia Donna E Bella","Arcadelt","Hall","National Music Publishers, Inc.","1",""
"179-1-20655","Madrigal","Margot Labourez Les Vignes","Arcadelt","","Multiple Publishers;Faber Music, Ltd. [The King's Singers' Madrigals, Volume 1];J&W Chester, Ltd.","1",""
"179-1-20656","Madrigal","My Lady's Soul is Lovely","Arcadelt","Malin","Piedmont","1",""
"179-1-20657","Madrigal","A Musical Concoction (Il Zapaione Musicale)","Banchieri","","Frank Music Corporation [Madrigals of the Renaissance]","1",""
"179-1-20658","Madrigal","Ad Un Dolce Usignolo","Banchieri","Hall","National Music Publishers, Inc.","1",""
"179-1-20659","Madrigal","Contrapunto Bestiale","Banchieri","","Multiple Publishers;J&W Chester, Ltd.;Faber Music, Ltd. [The King's Singers' Madrigals, Volume 2]","1",""
"179-1-20660","Madrigal","Counterpoint Of The Animals (Contrapunto bestiale alla mente)","Banchieri","","Bourne, Co.","1",""
"179-1-20661","Madrigal","If Love Be Blind","Bateson","","Penguin Books [Penguin Book of English Madrigals for Four Voices, The]","1",""
"179-1-20662","Madrigal","Whither So Fast","Bateson","","Penguin Books [Penguin Book of English Madrigals for Four Voices, The]","1",""
"179-1-20663","Madrigal","All Creatures Now Small","Bennet","","Oxford University Press [Oxford Book of English Madrigals, The]","1",""
"179-1-20664","Madrigal","Weep O Mine Eyes","Bennet","","Multiple Publishers;Penguin Books [Penguin Book of English Madrigals for Four Voices, The];Oxford University Press [Oxford Book of English Madrigals, The];G. Schirmer, Inc. [Invitation to Madrigals, Book Two];Hal Leonard Music, Inc. [king'singers English Renaissance, Volume 1]","1","(a cappella)"
"179-1-20667","Madrigal","Let Go, Why Do You Stay Me?","Bennett","","E.C. Schirmer Music Company [A Cappella Singer, The]","1",""
"179-1-20669","Madrigal","Ye Restless Thoughts","Bennett","","Penguin Books [Penguin Book of English Madrigals for Four Voices, The]","1",""
"179-1-20670","Madrigal","What Care I?","Berger","","Tet","1",""
"179-1-20671","Madrigal","I. Ladies and Ye Youthful Lovers  (from Three Contemporary Madrigals)","Butler","","Hope Publishing Company","1",""
"179-1-20672","Madrigal","Alles Was Ihr Tut","Buxtehude","","Harold Flammer, Inc. [Renaissance to Baroque, Vol. 4]","1",""
"179-1-20673","Madrigal","This Sweet and Merry Month","Byrd","","Penguin Books [Penguin Book of English Madrigals for Four Voices, The]","1",""
"179-1-20674","Madrigal","Though Amaryllis Dance","Byrd","Deller","Multiple Publishers;Oxford University Press [Oxford Book of English Madrigals, The];G. Schirmer, Inc.","1",""
"179-1-20676","Madrigal","Radiant Stars, Above the Mountains Glowing","Cui","","E.C. Schirmer Music Company [A Cappella Singer, The]","1",""
"179-1-20677","Madrigal","En vos adieux","de Rore","Stevens","Broude Brothers","1",""
"179-1-20678","Madrigal","Los sospiros","del Encina","Knight","Carl Fischer, Inc.","1",""
"179-1-20679","Madrigal","Lieblich ich horte singen","Demantius","","J&W Chester, Ltd. [Chester Book of Madrigals, The, Book 5 (Singing and Dancing)]","1",""
"179-1-20680","Madrigal","La grand 'amour","DeMonte","Malin","Piedmont","1",""
"179-1-20681","Madrigal","Le premier jour du mois de mai","DeMonte","Malin","Piedmont","1",""
"179-1-20682","Madrigal","Bon jour mon coeur","di Lasso","","G. Schirmer, Inc. [European Madrigals]","1",""
"179-1-20683","Madrigal","Fair is the Crystal","di Lasso","Malin","Piedmont","1",""
"179-1-20684","Madrigal","Flee, O Flee From Love's Desire","di Lasso","Hirt","Hinshaw Music Inc.","1",""
"179-1-20686","Madrigal","Il grave de l'eta (The Heavy Cares of Age)","di Lasso","Malin","Piedmont","1",""
